text,start_pos,end_pos,entity_type,release_date,release_url
working,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
have,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
disrupted,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
said,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
killed,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
can,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
be,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
's,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
cover,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
have,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
shown,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
prosecuting,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
can,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
have,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
save,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
want,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
replicate,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
need,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
will,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
help,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
carry,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
help,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
put,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
keep,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
will,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
send,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
participating,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
assist,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
related,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
participating,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
skyrocketed,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
opioid,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
related,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
reported,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
combat,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
committed,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
prosecuting,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
involving,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
resulted,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
dropped,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
dropped,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
went,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
responding,,,VERB,2018-07-12T00:00:00-04:00,https://www.justice.gov/opa/pr/attorney-general-jeff-sessions-announces-formation-operation-synthetic-opioid-surge-sos
Drug Enforcement Administrations,92,124,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Jeff Sessions,259,272,PERSON,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
the Federal Register,317,337,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,355,358,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,485,488,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,604,607,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,755,758,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Sessions,1098,1106,PERSON,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,1130,1133,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,1717,1720,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,1817,1820,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Administrator Uttam Dhillon,1828,1855,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,1949,1952,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,2127,2130,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
U.S.,2454,2458,GPE,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,2465,2468,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,2511,2514,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
"the Department of Health and Human Services,",2553,2597,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Food and Drug Administration,2598,2626,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
the Centers for Disease Control,2628,2659,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
the Centers for Medicare,2665,2689,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Medicaid Services,2694,2711,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
DEA,2822,2825,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
the Acting Administrator,2945,2969,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Federal Register,3007,3023,ORG,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
announced,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
improvethe,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
control,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
Announced,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
sent,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
establishes,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
will,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
take,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
is,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
diverted,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
sets,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
believes,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
are,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
being,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
diverted,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
allows,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
reduce,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
can,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
be,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
produced,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
given,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
revised,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
will,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
encourage,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
help,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
respond,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
changing,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
protect,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
ensuring,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
has,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
are,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
facing,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
is,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
said,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
help,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
end,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
must,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
make,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
prevent,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
taking,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
will,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
allow,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
be,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
will,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
help,,,VERB,2018-07-11T00:00:00-04:00,https://www.justice.gov/opa/pr/department-justice-announces-regulatory-steps-address-opioid-epidemic
